ReqID,Requirement,TestID,CodeRef,Status,Notes
LBA-REQ-071,"The extension release workflow shall block publishing a .vsix unless a committed composite release-decision proves BOTH gates pass for the tagged candidate version -- the agreement job runs verify-composite-release.mjs (fail-closed) and the publish release job depends on agreement -- so no extension release publishes without the bound composite decision (LBA-REQ-070).",T-071,"tools/collab-cli/verify-composite-release.mjs; .github/workflows/extension-release.yml; reviewer-workstation/composite-release-decision.mjs; experiments/verify-local-gates.mjs",Proven,"ADR-0052 enforce the composite release decision: verify-composite-release.mjs REUSES the gated composite validateReceipt (LBA-REQ-070) to require the committed composite receipt to name the tagged <component,version> + be proven (exit 0 clear / 1 fail-closed); extension-release.yml's agreement job runs it after verify-visual-review, and the release (publish) job needs [build, agreement], so the composite decision GATES the publish. The gate composite-release-enforced proves (offline, deterministic) the CLI clears ext 0.5.0 + fails closed for a version with no proven decision, and that extension-release.yml wires the CLI in the publish-gating agreement job. Completes the release-gate arc: machine quorum (027) + human visual (057) + net stage (068) + stage-sign-announce binding (069) + machine+human composite (070) + the enforced publish gate (071). Only runs on ext-v* tags / workflow_dispatch (not PR CI); a future release adds its own composite receipt."
LBA-REQ-072,"The system shall prove that a Linux and a Windows launch-to-ready benchmark receipt measure the SAME benchmark via a machine-independent launch identity (metric + workload + sample count) -- so their plane-specific timings are legitimately comparable -- and a fail-closed gate rejects an identity mismatch, a non-cross-plane pair, or a tampered receipt.",T-072,"experiments/launch-parity/launchParity.mjs; experiments/launch-parity/launchParity.selftest.mjs; experiments/launch-parity/cross-plane-launch-parity-receipt.json; experiments/launch-parity/fixtures/linux-launch-trend.json; experiments/launch-parity/fixtures/win-launch-trend.json; experiments/verify-local-gates.mjs",Proven,"ADR-0053 cross-plane launch-benchmark parity: the flagship exact-12-FPS launch-to-ready benchmark measures a plane-DEPENDENT quantity (~2604 ms Linux vs ~2410 ms Windows), so its cross-plane identity is the benchmark SPEC not the series (unlike mprr seriesHash LBA-REQ-014 / VI Analyzer resultHash LBA-REQ-015/043). launchParity.mjs launchIdentity = sha256 over {metric,workload,n}; parity proven iff both are valid workload-trend@1, cross-plane (one LINUX + one WIN), identities match; the plane means + signed delta + faster plane are performance witnesses, not identity. The committed cross-plane-launch-parity-receipt@1 is DERIVED FROM the committed launch-trend fixtures (experiments/launch-parity/fixtures/{linux,win}-launch-trend.json) -- LINUX 2604.2 ms vs WIN 2410.6 ms, WIN faster by 193.6 ms (-7.4%); the gate re-derives it + asserts it reflects the real trend means (non-fabricable). Fails closed on identity mismatch / non-cross-plane / invalid trend / tampered digest; selftest 7/7; gate cross-plane-launch-parity. Realizes the roadmap Phase 2/4 parity metric for the flagship benchmark."
LBA-REQ-073,"The system shall prove fulfillment of a DISPATCHED cross-plane benchmark run by validating that >= N distinct enrolled mesh actors from the requested planes each returned a valid plane-tagged receipt for the SAME benchmark identity -- so a fail-closed gate proves the mesh run was fulfilled by enough independent cross-plane actors, with no central results database (the returned receipts ARE the result).",T-073,"experiments/mesh-fulfillment/meshFulfillment.mjs; experiments/mesh-fulfillment/meshFulfillment.selftest.mjs; experiments/mesh-fulfillment/mesh-run-fulfillment-receipt.json; experiments/launch-parity/launchParity.mjs; experiments/verify-local-gates.mjs",Proven,"ADR-0054 mesh-run cross-plane fulfillment (roadmap Phase 3, the North Star loop): a dispatched cross-plane benchmark run is proven fulfilled by >= N independent enrolled actors from distinct planes, each returning a valid plane-tagged receipt for the SAME benchmark identity -- no central DB, the receipts ARE the result. meshFulfillment.mjs REUSES the LBA-REQ-072 launchIdentity as the cross-actor agreement invariant + composes the actor identity (LBA-REQ-039) + the provider-delegation CLAIM/ACK/DONE dispatch primitives (LBA-REQ-018). Fulfilled iff >= minActors distinct actors, requested planes covered, each a valid plane-tagged workload-trend@1 (plane matches actor), all identities agree; fails closed on too few/duplicate/uncovered-plane/invalid/identity-disagreement/tampered-digest (selftest 7/7); gate mesh-run-cross-plane-fulfillment. The committed mesh-run-fulfillment-receipt@1 seals a REAL run: labview-ide-launch fulfilled by golden-linux (LINUX 2604.2 ms) + golden-win (WIN 2410.6 ms), each embedding its real launch-trend receipt. Realizes the section-8 mesh metric. Next Phase-3 increment: the repository_dispatch transport."
LBA-REQ-074,"The system shall dispatch a cross-plane benchmark run GitHub-natively via a repository_dispatch event carrying a validated mesh-run-dispatch@1 request bound to its fulfillment, and gate the returned receipts on cross-plane fulfillment -- so a fail-closed gate proves the dispatch->fulfill loop is wired with no central server (the repo IS the queue).",T-074,"experiments/mesh-fulfillment/meshDispatch.mjs; experiments/mesh-fulfillment/meshDispatch.selftest.mjs; experiments/mesh-fulfillment/mesh-run-dispatch-request.json; .github/workflows/mesh-run.yml; experiments/mesh-fulfillment/meshFulfillment.mjs; experiments/verify-local-gates.mjs",Proven,"ADR-0055 GitHub-native mesh-run dispatch transport (roadmap Phase 3): closes the dispatch->fulfill loop. meshDispatch.mjs validates a mesh-run-dispatch@1 request (benchmarkId + {metric,workload,n} spec + minActors>=1 + non-empty valid requestedPlanes + dispatchId), carrying the LBA-REQ-072 launchIdentity so a dispatch + its fulfillment (LBA-REQ-073) are provably the SAME run; fails closed on missing-benchmarkId/bad-minActors/empty-or-invalid-planes/identity-mismatch/tampered-digest (selftest 7/7). .github/workflows/mesh-run.yml triggers on repository_dispatch[mesh-run] (the client_payload IS the request; the repo IS the queue), validates the dispatch, then gates the returned receipts with meshFulfillment (no central DB). Gate mesh-run-dispatch-wired proves offline: the committed request validates + BINDS to the LBA-REQ-073 fulfillment (same benchmarkId + identity + minActors + planes) + mesh-run.yml is wired (repository_dispatch[mesh-run] + both verifiers). Live fan-out (actor tasking + receipt-collection artifacts) is the next Phase-3 increment."
LBA-REQ-075,"The system shall fold the governed mesh-run receipts (dispatch, fulfillment, cross-plane parity) into a coverage matrix + a consistency ledger -- which benchmarks x which planes x how many actors fulfilled, and whether each run's dispatch/fulfillment/parity name the SAME identity -- so a fail-closed gate proves the operator-facing mesh dashboard reflects the receipts it summarizes.",T-075,"experiments/mesh-fulfillment/meshObservatory.mjs; experiments/mesh-fulfillment/meshObservatory.selftest.mjs; experiments/mesh-fulfillment/mesh-coverage-observatory-receipt.json; experiments/mesh-fulfillment/mesh-run-fulfillment-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0056 the mesh coverage observatory (roadmap Phase 3->4): folds the governed mesh-run receipts (dispatch LBA-REQ-074 + fulfillment LBA-REQ-073 + cross-plane parity LBA-REQ-072) into a mesh-coverage-observatory@1 coverage matrix + consistency ledger -- benchmarks x planes x actors, and whether each run's dispatch/fulfillment/parity name the SAME identity. meshObservatory.mjs folds each run into a coverage row (dispatched, fulfilled, distinct actors, covered planes, parity proven, consistent) + derives the matrix + ledger; fails closed on identity-disagreement/un-fulfilled-counted-coherent/miscounted-coverage/stale-re-fold/tampered-digest (selftest 7/7). The committed observatory re-derives byte-stably from the committed source receipts (currency) + is grounded in the real LBA-REQ-073 fulfillment (identity + actor count + covered planes). Gate mesh-coverage-observatory. The operator-facing mesh dashboard + the Phase 3->4 cross-plane-comparison-at-scale bridge; folding more fulfilled runs extends the matrix with no new machinery."
LBA-REQ-076,"The system shall expand a validated mesh-run dispatch into per-plane actor tasking and validate the returned-receipt collection that feeds fulfillment, both identity-bound to the dispatch -- so a fail-closed gate proves every collected receipt provably descends from the dispatched tasks and ran the SAME benchmark.",T-076,"experiments/mesh-fulfillment/meshFanout.mjs; experiments/mesh-fulfillment/meshFanout.selftest.mjs; experiments/mesh-fulfillment/mesh-run-tasking.json; experiments/mesh-fulfillment/mesh-run-collection.json; .github/workflows/mesh-run.yml; experiments/verify-local-gates.mjs",Proven,"ADR-0057 the live fan-out contract (roadmap Phase 3): governs the two contracts BETWEEN dispatch (LBA-REQ-074) + fulfillment (LBA-REQ-073) -- how a dispatch TASKS actors (actor-tasking@1) + how their returned receipts are COLLECTED back into the fulfillment input (receipt-collection@1), both identity-bound to the dispatch via the LBA-REQ-072 launchIdentity. meshFanout.mjs derives one identity-bound task per requested plane + validates a collection mapping each returned receipt to its task; fails closed on unbound-task/uncovered-plane/no-matching-task/plane-or-identity-mismatch/duplicate-actor/tampered-digest (selftest 7/7). The committed tasking re-derives from the committed dispatch (currency) + the collection reconstructs the committed LBA-REQ-073 fulfillment (grounding: the collected set IS the fulfillment actor set). .github/workflows/mesh-run.yml runs the fan-out step between validating the dispatch + gating fulfillment. Gate mesh-live-fanout-wired. Wiring live actor execution slots into the collection contract with no new governance."
LBA-REQ-077,"The system shall admit a returned mesh-actor receipt into a verified collection only when it carries a valid attestation from its declared, enrolled actor -- so a fail-closed gate proves each collected receipt provably came from a REAL enrolled actor (not a fabricated trend).",T-077,"experiments/mesh-fulfillment/meshVerifiedTier.mjs; experiments/mesh-fulfillment/meshVerifiedTier.selftest.mjs; experiments/mesh-fulfillment/mesh-run-verified-collection.json; experiments/mesh-fulfillment/mesh-actor-keys.json; experiments/acg-provenance/attest.mjs; .github/workflows/mesh-run.yml; experiments/verify-local-gates.mjs",Proven,"ADR-0058 the opt-in verified tier (roadmap Phase 3): raises the mesh trust bar -- each returned actor receipt is SIGNED by the actor enrolled Ed25519 key, and a verified-receipt-collection@1 admits it only when the attestation verifies against the enrolled mesh-actor-keys.json allowlist. meshVerifiedTier.mjs REUSES the ADR-0016 acg-provenance engine (signBundle/verifyWitnessAttestation) -- no new crypto: attestReturnedReceipt signs the exact receipt; validateVerifiedCollection requires the underlying LBA-REQ-076 collection to validate + binds to it by digest + requires every collected receipt to carry a valid attestation from its declared enrolled actor. Fails closed on unsigned/forged-receipt/un-enrolled-actor/wrong-key/not-declared-actor/orphan-attestation/tampered-digest (selftest 7/7). Committed enrolled PUBLIC keys + verified collection re-verify offline (private keys never committed). .github/workflows/mesh-run.yml runs the opt-in verified-tier step between the fan-out + the fulfillment gate. Gate mesh-verified-tier-attested. Opt-in + additive: plain fan-out still works; enrolling an actor is publishing its public key."
LBA-REQ-078,"The system shall admit a verified mesh-actor attestation only when it carries an inclusion proof against a transparency-log tree head signed by the enrolled log key -- so a fail-closed gate proves the mesh receipts are enrolled-signed AND publicly auditable (append-only, tamper-evident).",T-078,"experiments/mesh-fulfillment/meshTransparency.mjs; experiments/mesh-fulfillment/meshTransparency.selftest.mjs; experiments/mesh-fulfillment/mesh-run-logged-collection.json; experiments/mesh-fulfillment/mesh-log-key.json; experiments/acg-transparency/transparency-log.mjs; .github/workflows/mesh-run.yml; experiments/verify-local-gates.mjs",Proven,"ADR-0059 transparency-log the mesh-actor attestations (roadmap Phase 3): completes the trust story -- enrolled-signed (LBA-REQ-077) AND publicly auditable. meshTransparency.mjs REUSES the ADR-0022 acg-transparency engine (recordRelease/verifyReleaseInclusion/verifySignedTreeHead, RFC-6962 Merkle) -- no new log crypto: each verified-tier attestation is recorded into a signed Merkle tree; a logged-verified-collection@1 binds to the LBA-REQ-077 verified collection by digest + requires the tree head to verify against the enrolled log key + every attestation to carry an inclusion proof against that signed root. Fails closed on unsigned/wrong-key-tree-head/missing-or-non-reconstructing-proof/tree-size-mismatch/binding-mismatch/tampered-digest (selftest 7/7). Committed enrolled log PUBLIC key + logged collection re-verify offline (private key never committed). .github/workflows/mesh-run.yml runs the transparency step after the verified tier + before the fulfillment gate. Gate mesh-attestations-transparency-logged. Verify-before-consume requires BOTH the actor witness signature + a transparency inclusion proof."
LBA-REQ-079,"The system shall admit the mesh transparency log's current tree head only when a consistency proof proves it contains an earlier signed tree head unchanged -- so a fail-closed gate proves the log is APPEND-ONLY (no logged attestation removed or rewritten as it grew).",T-079,"experiments/mesh-fulfillment/meshLogHistory.mjs; experiments/mesh-fulfillment/meshLogHistory.selftest.mjs; experiments/mesh-fulfillment/mesh-run-log-history.json; experiments/mesh-fulfillment/mesh-log-history-key.json; experiments/acg-transparency/transparency-log.mjs; .github/workflows/mesh-run.yml; experiments/verify-local-gates.mjs",Proven,"ADR-0060 the append-only consistency proof (roadmap Phase 3): closes the append-only claim of LBA-REQ-078 -- inclusion proves an attestation IS in the log, consistency proves the log only GROWS. meshLogHistory.mjs REUSES the ADR-0022 acg-transparency engine (signTreeHead/consistencyProof/verifyConsistency, RFC-6962) -- no new crypto: a logged-collection-history@1 binds an earlier + the current signed tree head + a consistency proof over the real attestation leaves. validateHistory requires both heads to verify against the enrolled log key + the log to have strictly grown + the consistency proof to prove append-only extension + the current head to match the committed LBA-REQ-078 log by Merkle root + size. Fails closed on unsigned/wrong-key-head/non-growing-or-shrinking/bad-consistency-proof/wrong-current-root/tampered-digest (selftest 7/7). Committed enrolled log PUBLIC key + history re-verify offline (private key never committed). .github/workflows/mesh-run.yml runs the append-only step. Gate mesh-log-append-only. Inclusion (078) + consistency (079) = the full RFC-6962 transparency guarantee for the mesh."
LBA-REQ-080,"The system shall decide a mesh run FULLY ATTESTED only when its fulfillment, cross-plane parity, verified-tier signatures, transparency inclusion, and append-only proof all hold and name the SAME run identity -- so a fail-closed gate gives a consumer ONE verdict to trust a mesh run end-to-end.",T-080,"experiments/mesh-fulfillment/meshAttested.mjs; experiments/mesh-fulfillment/meshAttested.selftest.mjs; experiments/mesh-fulfillment/mesh-run-attested-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0061 the composite mesh-run-attested decision (roadmap Phase 3): the integration capstone -- ONE fail-closed verdict a consumer checks to trust a mesh run end-to-end. meshAttested.mjs decideAttested REUSES every sub-verifier (decideFulfillment 073 + validateReceipt parity 072 + validateVerifiedCollection 077 + validateLoggedCollection 078 + validateHistory 079) with NO new proof logic; a run is attested iff all five gates pass AND all layers name the SAME run identity (cross-proof identity binding). A mesh-run-attested@1 receipt records the gate booleans + shared identity + verdict; validateReceipt re-derives from the committed source receipts (currency). Fails closed on any failing sub-proof / identity-mismatch / stale-gates / verdict-contradiction / tampered-digest (selftest 7/7, one break per sub-proof). Mirrors the composite-release-decision LBA-REQ-071. .github/workflows/mesh-run.yml runs the capstone step last. Gate mesh-run-attested. The mesh subsystem (072-080) is complete."
LBA-REQ-081,"The system shall prove cross-plane VI Analyzer performance parity by validating that a LINUX and a WIN VI Analyzer run share the same benchmark identity and deterministic resultHash, so a fail-closed gate proves the planes ran the SAME benchmark and their run times are comparable performance witnesses.",T-081,"experiments/vi-analyzer/viAnalyzerParity.mjs; experiments/vi-analyzer/viAnalyzerParity.selftest.mjs; experiments/vi-analyzer/cross-plane-vi-analyzer-parity-receipt.json; experiments/vi-analyzer/vi-analyzer-trend-live-evidence.json; experiments/vi-analyzer/vi-analyzer-trend-live-evidence-WIN.json; experiments/launch-parity/launchParity.mjs; experiments/verify-local-gates.mjs",Proven,"ADR-0062 cross-plane VI Analyzer performance parity (roadmap Phase 2): the 2nd benchmark family in the parity suite after launch (LBA-REQ-072). viAnalyzerParity.mjs REUSES the LBA-REQ-072 engine core (launchIdentity/trendOk/decideParity/planeSummary/performanceWitness) via a trendFromEvidence adapter over the real committed vi-analyzer-trend-live-evidence@1 captures (LINUX+WIN, 6 LabVIEWCLI RunVIAnalyzer runs of LabVIEWCLIExampleProject -> 69 tests each). Identity {viAnalyzerMs, vi-analyzer-labviewcli-example, n}. Proves the parity engine is benchmark-generic (not launch-specific). Complements + folds in LBA-REQ-043 (cross-plane VI Analyzer determinism/resultHash): parity-proven only when the planes share BOTH the identity (comparable timing) AND the deterministic resultHash (same answer). Fails closed on identity-mismatch/non-cross-plane/differing-resultHash/invalid-trend/tampered-digest (selftest 7/7). Committed receipt re-derives byte-stably from the two evidence captures (currency). Gate cross-plane-vi-analyzer-parity. The benchmark suite now has 2 families; mass-compile/unit-test parity is a new adapter once real 2-plane timing exists."
LBA-REQ-082,"The system shall fold the benchmark suite's cross-plane parity receipts into one coverage matrix, so a fail-closed gate proves which benchmark families have proven cross-plane parity and records their LINUX-vs-WIN timing.",T-082,"experiments/benchmark-suite/suiteParityObservatory.mjs; experiments/benchmark-suite/suiteParityObservatory.selftest.mjs; experiments/benchmark-suite/benchmark-suite-parity-observatory-receipt.json; experiments/launch-parity/cross-plane-launch-parity-receipt.json; experiments/vi-analyzer/cross-plane-vi-analyzer-parity-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0063 the benchmark-suite parity observatory (roadmap Phase 2 -> 4): folds the suite's cross-plane parity receipts (launch LBA-REQ-072 + VI Analyzer LBA-REQ-081) into a benchmark-suite-parity-observatory@1 coverage matrix -- which families have proven cross-plane parity + their LINUX-vs-WIN timing. suiteParityObservatory.mjs foldParity normalizes the two different-schema receipts into uniform rows (family from schema, identity, parity flags, performance); buildObservatory derives coverage + observatoryOk iff every family is parity-proven. Fails closed on parity-without-cross-plane-or-identity/miscounted-coverage/verdict-contradiction/tampered-digest (selftest 7/7). Committed observatory re-folds byte-stably from the committed parity receipts (currency) + is grounded in the real receipt identities. Mirrors the mesh coverage observatory (LBA-REQ-075). Gate benchmark-suite-parity-observatory. Extends with no new machinery as mass-compile/unit-test families land -- the Phase 2 capstone + Phase 4 bridge."
LBA-REQ-083,"The system shall fulfill the VI Analyzer benchmark through the mesh fulfillment engine as a benchmark distinct from launch, so a fail-closed gate proves the mesh carries more than one benchmark family (the engine is benchmark-generic).",T-083,"experiments/mesh-fulfillment/viAnalyzerMeshRun.mjs; experiments/mesh-fulfillment/viAnalyzerMeshRun.selftest.mjs; experiments/mesh-fulfillment/mesh-run-vi-analyzer-family.json; experiments/mesh-fulfillment/meshFulfillment.mjs; experiments/vi-analyzer/viAnalyzerParity.mjs; experiments/verify-local-gates.mjs",Proven,"ADR-0064 the mesh carries a 2nd benchmark family (roadmap Phase 2 <-> 3 convergence): proves the mesh fulfillment engine LBA-REQ-073 is BENCHMARK-GENERIC by fulfilling the VI Analyzer benchmark (LBA-REQ-081 identity, distinct from launch) through the same engine. viAnalyzerMeshRun.mjs REUSES meshFulfillment (buildReceipt/validateReceipt, 073) + trendFromEvidence (081) with NO new fulfillment logic: two golden actors (golden-linux + golden-win) return their VI Analyzer workload-trend@1 from the real committed vi-analyzer-trend-live-evidence@1, the 073 engine decides fulfillment. A mesh-benchmark-family-run@1 is carried iff the fulfillment is proven AND the identity is VI Analyzer AND distinct from launch. Fails closed on not-fulfilled/actor-receipts-not-descending-from-evidence/not-VI-Analyzer/not-distinct-from-launch/tampered-digest (selftest 7/7). Committed run re-derives byte-stably from the two evidence captures (currency+grounding). Gate mesh-benchmark-family-vi-analyzer. The mesh now provably carries >1 benchmark; further families are an instantiation, no new machinery."
LBA-REQ-084,"The system shall assign each benchmark measurement a stress-quality weight from the mesh-stress calibration and discount a measurement captured on a stressed actor, so a fail-closed gate proves a cross-plane comparison down-weights results captured under contention.",T-084,"experiments/mesh-stress-signature/stressDiscountedComparison.mjs; experiments/mesh-stress-signature/stressDiscountedComparison.selftest.mjs; experiments/mesh-stress-signature/stress-discounted-comparison-receipt.json; experiments/mesh-stress-signature/fixtures/mesh-live-ladder-receipt.json; experiments/mesh-stress-signature/fixtures/mesh-concurrent-actors-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0065 the stress-discounted cross-plane comparison (roadmap Phase 4): the mesh-stress calibration (LBA-REQ-032) lets a fair comparison DISCOUNT a result captured on a stressed actor. stressDiscountedComparison.mjs folds the committed real ladder (mesh-stress-live-ladder@1, calibration authority -- trusts it only when monotone+separable+repeatable) + concurrent-actors capture (mesh-concurrent-actors@1, allActorsRecovered -- the calibration independently recovered each actor's stress) into a stress-discounted-comparison@1: each measurement gets a stress-QUALITY weight (idle 1.0 / light 0.75 / medium 0.5 / heavy 0.25 / saturate 0.0) + is discounted at/above heavy. A confidence weight, NOT a fabricated ms correction. discountingApplied iff calibration trustworthy + every actor recovered + >=1 stressed discounted + >=1 clean kept. Fails closed on invalid-calibration/unrecovered-actor/weight-or-flag-mismatch/miscounted-coverage/tampered-digest (selftest 7/7). Committed comparison re-derives byte-stably from the two mesh-stress receipts (currency+grounding): idle actor full confidence, saturate discounted to zero, 2/5 discounted + 3 kept. Gate stress-discounted-comparison. Folding the weight into the grid/observatory is a follow-on."
LBA-REQ-085,"The system shall pin every entry timestamp in the packaged .vsix to a fixed constant so that repackaging the same committed source yields a byte-identical artifact, so a fail-closed gate proves a reviewed .vsix sha256 can equal the shipped .vsix sha256.",T-085,"scripts/normalize-vsix.mjs; test/normalize-vsix.mjs; scripts/verify-published-vsix.mjs; test/verify-published-vsix.mjs; .github/workflows/extension-release.yml; package.json; experiments/verify-local-gates.mjs",Proven,"ADR-0066 the byte-reproducible extension package: the release-review chain binds an artifact by its vsixSha256 (the reviewer signs a candidate hash LBA-REQ-068/069; the composite decision blocks publish unless the tagged candidate hash matches LBA-REQ-071), but vsce package (yazl) stamps each zip entry mtime with the package wall-clock time (new Date()) and ignores SOURCE_DATE_EPOCH, so two builds of the SAME commit differ by ~72 timestamp bytes + hash differently. scripts/normalize-vsix.mjs (pure Node, no deps) walks the zip (EOCD -> each central-directory record -> its local header) and patches ONLY the 2-byte DOS mod-time + mod-date to 1980-01-01, leaving names/order/compression/content/CRCs untouched; npm run package runs it after vsce package so the shipped artifact depends only on the committed content, never the build time -> repackaging the same source yields a byte-identical .vsix (stable sha256), so the reviewed hash can equal the shipped hash. test/normalize-vsix.mjs proves two same-content zips with different mtimes normalize byte-identical + idempotent + epoch-pinned + fail-closed on a non-zip (run by npm test). Gate reproducible-vsix-normalizer guards the wiring + re-proves the behavior synchronously on a hand-built zip. A release-workflow reviewed==shipped assert is REALIZED: scripts/verify-published-vsix.mjs asserts the CI-built .vsix sha256 == the reviewed vsixSha256 (release-agreement visualReview.verdict.target), wired into extension-release.yml after packaging + gate reviewed-vsix-matches-shipped -- a release cannot publish an artifact that was never reviewed (reviewed==shipped on the linux publish plane; a review taken on another plane fails closed)."
LBA-REQ-086,"The system shall package the .vsix byte-identically on the windows and linux planes -- pinning its OS-dependent zip metadata (entry timestamp, mode, version-made-by) and forcing LF on its packaged content -- so a fail-closed gate proves a windows build and a linux build of the same commit have the same sha256.",T-086,"scripts/normalize-vsix.mjs; test/normalize-vsix.mjs; .gitattributes; tsconfig.json; .github/workflows/vsix-cross-plane-repro.yml; experiments/verify-local-gates.mjs",Proven,"ADR-0067 the cross-plane byte-reproducible extension package: a plane is the OS the extension runs in (windows, linux); the human reviews on windows + CI publishes on linux, and a genuine corroboration needs a windows- AND a linux-plane witness to agree on ONE artifact. ADR-0066 gave SAME-plane reproducibility; this strengthens it to CROSS-plane. vsce/yazl writes OS-dependent metadata (mtime from the clock, mode 0664 from fs.stat vs a faked Windows mode, a version-made-by host byte) + tsc/checkout can emit CRLF, so a Windows build != a Linux build of the same commit -> reviewed != shipped + two planes could not corroborate one artifact. scripts/normalize-vsix.mjs now pins every entry timestamp (1980-01-01) + external attributes (regular file 0644) + version-made-by (Unix); .gitattributes forces LF on the packaged files (scoped past the Windows-captured mesh-stress fixtures) + tsconfig newLine=lf makes tsc emit LF. Proven by .github/workflows/vsix-cross-plane-repro.yml (builds npm run package on ubuntu-latest AND windows-latest, asserts identical sha256, fail-closed) + offline gate vsix-cross-plane-repro-workflow-wired (workflow + prerequisites) + test/normalize-vsix.mjs (mode/version pinning). This identical artifact is the foundation for reviewed==shipped across planes + the two-plane corroboration re-seal (LBA-REQ-024/026)."
LBA-REQ-087,"The system shall produce a genuine witness on the windows plane and the linux plane and prove, in CI, that they cross-plane corroborate over the deterministic anchors, so a fail-closed gate blocks any claim of two-plane corroboration unless both planes actually agree.",T-087,"experiments/acg-quorum/produce-witness.mjs; experiments/acg-quorum/corroborate-planes.mjs; experiments/acg-quorum/produce-witness.selftest.mjs; .github/workflows/acg-cross-plane-corroboration.yml; experiments/verify-local-gates.mjs",Proven,"ADR-0069 genuine cross-plane corroboration: ADR-0068 found the ACG live corroboration single-plane (linux-only), genuine cross-plane PENDING a windows-plane witness (none committed). windows-latest CI IS a genuine windows plane (extension runs + gate passes), so produce-witness.mjs emits an acg-witness-bundle-v1 from the current plane (os, version, sourceCommit, verdict, + seriesHash projected from the committed mprr fixture by the shipped viewer code -- deterministic DATA identical on every plane). pngSha256 is an optional Linux-only anchor (null = not-claimed, not a divergence). .github/workflows/acg-cross-plane-corroboration.yml runs the producer on a multi-substrate matrix -- ubuntu-22.04 + ubuntu-24.04 (linux) and windows-2022 + windows-2025 (windows), each after npm test = the substrate verdict -- + corroborate-planes.mjs corroborates ALL substrates (crossPlane), proving the anchor is substrate-independent, FAILING CLOSED unless both planes concur AND span distinct OS-planes (crossPlane). produce-witness.selftest.mjs (5/5) proves a linux+windows pair corroborates while single-plane/divergent/non-pass fail closed; gates acg-cross-plane-corroboration + acg-cross-plane-corroboration-workflow-wired. The first genuine two-plane corroboration, automated + live. Enabled by ADR-0067 (both planes build the SAME artifact); folding into the full grid + the 1.0.0 re-seal is next."
LBA-REQ-088,"The system shall capture the genuine cross-plane corroboration -- a real linux-plane witness and a real windows-plane witness produced in CI -- as a committed, tamper-evident attestation that re-derives its os-plane quorum offline, so a fail-closed gate blocks any durable claim of two-plane corroboration unless both planes genuinely agree and a single-plane set fails closed.",T-088,"experiments/acg-quorum/cross-plane-attestation.mjs; experiments/acg-quorum/cross-plane-attestation.selftest.mjs; experiments/acg-quorum/cross-plane-attestation-receipt.json; experiments/acg-quorum/compare-witnesses.mjs; experiments/verify-local-gates.mjs",Proven,"ADR-0070 durable cross-plane attestation: ADR-0069 proves genuine cross-plane corroboration LIVE but the proof is ephemeral (only inside a workflow run) -- nothing committed consumed a genuine windows-plane witness, so the ACG committed evidence had only the honest single-plane negative (ADR-0068) + the shipped 1.0.0 quorum (LINUX + VMware-Ubuntu = both linux) stayed a flagged defect. The ADR-0069 workflow (push: develop) produced a real os:linux (ubuntu-latest) + os:windows (windows-latest) witness at one develop commit. cross-plane-attestation.mjs (schema cross-plane-corroboration-attestation@1) embeds the two GENUINE CI witnesses + their run provenance (workflow, runId 30923501292, commit 2a0352c), re-derives the os-plane quorum (compare-witnesses.mjs), and is CROSS-PLANE CORROBORATED only when the quorum PASSES + spans both os-planes (crossPlane); a recursive canonical digest makes it tamper-evident. cross-plane-attestation.selftest.mjs (7/7) proves the committed attestation validates while a single-plane set (the 1.0.0 defect: two linux witnesses), a non-pass verdict, a tampered witness, a forged verdict, + a tampered digest all fail closed; gate acg-cross-plane-attestation. The HUMAN half (an enrolled Ed25519 sign-off over the quorum + a signed visual verdict, LBA-REQ-070) is deliberately NOT synthesized -- it stays the reviewer's local-key act; the shipped witnesses-1.0.0/* + composite-release-decision-receipt.json are left frozen (operator-gated)."
